Function Name,Self (ms),Duration (ms),Location
Identifier: any,4.013,4.013,src/app/dashboard/[serverId]/components/domain.tsx:209:7
zStringDefaultInDev,4.006,7.020,../../packages/env/src/shared.ts:81:29
router,3.986,314.771,../../packages/api/src/router/channel.ts:91:37
then,3.970,7.022,../../packages/core/src/message.ts:369:7
Identifier: any,3.958,3.958,src/app/dashboard/[serverId]/components/navbar.tsx:22:8
object,3.946,203.022,../../packages/api/src/router/user-server-settings.ts:125:10
map,3.899,3.899,src/app/dashboard/[serverId]/layout.tsx:83:5
map,3.881,3.881,../../packages/core/src/discord-account.ts:63:14
forwardRef,3.869,7.123,../../packages/ui/src/ui/switch.tsx:10:38
cn,3.857,3.857,../../packages/ui/src/ui/link.tsx:13:13
forwardRef,3.857,3.857,../../packages/ui/src/ui/accordion.tsx:54:3
object,3.855,10.293,src/pages/api/v1/stripe/webhook.ts:29:36
Identifier: ForwardRefExoticComponent,3.851,3.851,../../packages/ui/src/navbar/user-dropdown.tsx:79:6
all,3.843,12.229,../../packages/core/src/pages.ts:138:32
Identifier: F,3.772,3.772,../../packages/core/src/channel.ts:46:23
Identifier: any,3.767,3.767,src/app/dashboard/[serverId]/components/domain.tsx:45:5
Identifier: any,3.765,3.765,src/app/dashboard/[serverId]/components/home.tsx:105:11
upsertUserServerSettingsWithDeps,3.757,17.203,../../packages/api/src/router/user-server-settings.ts:112:12
forwardRef,3.750,8.288,../../packages/ui/src/ui/avatar.tsx:30:38
constructEvent,3.718,3.806,src/pages/api/v1/stripe/webhook.ts:57:16
Identifier: any,3.692,3.692,src/app/dashboard/[serverId]/components/domain.tsx:54:6
createInsertSchema,3.677,3.677,../../packages/core/src/schema.ts:301:28
array,3.671,3.671,../../packages/core/src/search.ts:168:12
mysqlTable,3.664,7.274,../../packages/core/src/schema.ts:312:26
mysqlTable,3.654,4.377,../../packages/core/src/schema.ts:478:12
extend,3.645,7.449,../../packages/core/src/schema.ts:301:13
preventDefault,3.626,5.963,src/app/dashboard/[serverId]/components/domain.tsx:278:15
findFirst,3.618,11.732,../../packages/core/src/message.ts:174:8
getInitials,3.617,3.617,../../packages/ui/src/navbar/user-dropdown.tsx:77:4
Identifier: any,3.608,3.608,../../packages/ui/src/pricing.tsx:37:12
usePathname,3.605,3.605,../../packages/ui/src/ui/link-button.tsx:17:26
select,3.598,5.878,../../packages/core/src/auth.ts:181:16
findMany,3.593,3.593,../../packages/core/src/pages.ts:64:11
object,3.568,13.861,src/pages/api/v1/stripe/webhook.ts:29:26
Identifier: any,3.544,3.544,src/app/dashboard/[serverId]/components/domain.tsx:41:5
require,3.517,15.523,tailwind.config.cjs:4:17
createEnv,3.487,14.494,../../packages/env/src/shared-schema.mjs:92:9
